0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1052
2968
4881
6791
8702
10614
12530
14443
16354
18262
20174
22090
24008
25001
25000
25000
25000
25000
25000
23631
21722
19810
17904
15995
14087
12175
10263
8356
6449
4541
2626
712
0
0
0
0
0
163
8347
17912
25004
25000
25000
25000
25000
25000
20135
10575
1237
0
0
0
0
0
2225
4479
6652
8744
10848
13024
15276
17603
20015
22500
25000
22500
20000
17500
15000
12500
9997
7504
5002
2500
405
0
0
